Company Name,Stock Name,Filing Time,New Product,Product Description
LULU,LULU,2024-03-21T16:09:39-04:00,Spring 2024 Collection,New seasonal clothing line featuring sustainable fabrics and innovative designs.
Lululemon Athletica Inc.,LULU,2023-06-01T16:10:31-04:00,Energy Station 2.0,Enhanced hydration and energy station
LULU,LULU,2023-02-24T16:15:47-05:00,Y2K22 LUXE+,newly designed luxury sneaker
LyondellBasell Industries N.V.,LYB,2024-05-30T16:30:36-04:00,LyondellBasell announces the launch of a new sustainable polyolefin technology.,A new sustainable production method for polyolefins.
MTB,MTB,2025-03-04T16:19:17-05:00,MTB Announces First-Ever Self-Healing Bike Wheels,A revolutionary new product designed to repair itself after impact.
Mellanox Technologies Ltd.,MTB,2024-05-13T16:36:15-04:00,BlueCode,Next-generation, high-speed data center interconnect technology
MTB,MTB,2024-04-15T08:11:41-04:00,MTM-01,Neurostimulation device for treatment of obsessive-compulsive disorder
MTB Technologies, Inc.,MTB,2024-01-18T06:20:33-05:00,MTB's next-generation industrial automation platform,AI-powered control and monitoring system
MPC Capital Management Corp.,MPC,2025-02-04T06:32:27-05:00,PFC6-PD,New 6th generation Power Factor Correction (PFC) device with increased efficiency and reliability.
MPC Capital Corp.,MPC,2024-08-06T06:42:26-04:00,Xponential Boost 3.0 Energy Drink,New energy drink variant with enhanced formula and packaging
MPC,MPC,2024-01-31T16:21:17-05:00,Vivosol 4.0,Next-generation industrial water treatment system
MPC Capital Corporation,MPC,2023-10-31T06:40:21-04:00,New Line of Specialty Chemicals,A new line of specialty chemicals designed for industrial applications.
MPC Capital Partners II L.P.,MPC,2023-04-27T16:39:38-04:00,Viva Labs,A new life science-focused technology platform.
Marketsight Technologies Inc.,MKTX,2025-01-27T16:30:33-05:00,NextGen AI-Powered Trading Platform,Enhanced analytics and insights for traders and investors.
Makino Holdings Inc.,MKTX,2024-11-06T06:30:53-05:00,Advanced Nanocellulose Technology,Improved biodegradable materials for packaging and textiles.
Makita Corporation,MKTX,2024-07-19T16:30:31-04:00,MAX18XJ,cordless 18V hammer drill
Microbiome Insights, Inc.,MKTX,2024-05-07T06:30:32-04:00,Microbiome Therapeutic,Microbiome Insights Announces Positive Results from Phase 1 Clinical Trial for MKTX's Lead Microbiome Therapeutic Candidate
Microbiome Research Institute Inc.,MKTX,2023-09-14T06:30:59-04:00,Mycobacillus marinum vaccine candidate,A new vaccine targeting M. marinum, a bacterium causing skin infections in aquatic animals.
MARSHALL WACHOO LLC,MAR,2024-08-12T16:23:28-04:00,NEW MARSHALL'S ALL-TERRAIN HUTS,portable outdoor shelters
Marathon Patent Group, Inc.,MAR,2024-02-13T07:24:15-05:00,VeriSEED,a proprietary technology platform for improving crop yields and reducing pesticide use
Marathon Petroleum Corporation,MPC,2023-08-04T16:05:29-04:00,Dedicated Renewable Diesel,Renewable diesel to power fleet trucks
MARICO CORP INC,MAR,2023-03-27T16:41:31-04:00,MARICO launches new line of organic skincare products,The new range includes gentle cleansers, nourishing moisturizers and effective sunscreens
MMPI, Inc.,MMC,2024-07-10T16:07:05-04:00,MMPI's X1 Proton Therapy System,New proton therapy system for cancer treatment.
Mammoth Materials Company,MMC,2024-05-17T08:46:29-04:00,Low-Carbon Calcium Aluminate Cement for Concrete Production,A sustainable cement alternative with reduced carbon footprint
Mammoth Materials Company,MMC,2024-04-18T07:04:26-04:00,Gros Ventre Lithium Project,Development of a lithium project in the Gros Ventre area of Montana.
MMC,MMC,2024-02-23T16:05:34-05:00,New product release - MMC's latest smartphone model with advanced AI features,The new smartphone features improved camera capabilities and enhanced battery life.
MLM Inc.,MLM,2024-04-30T07:01:05-04:00,Lumina Pro 2.0,A new line of smart home security cameras with advanced AI-powered features.
Masco Corporation,MAS,2025-02-27T16:16:37-05:00,Baxtrom Water Filter System,New all-in-one water filtration system for home use
Masco Corporation,MAS,2025-02-11T07:02:05-05:00,Gentek Water Quality Solutions,New water treatment and filtration solutions for residential and commercial customers.
Masimo Corporation,MAS,2024-05-15T16:29:30-04:00,Vigor 5 Pulse Oximeter,Next-generation pulse oximeter with advanced signal processing and AI-powered performance
Masco Corporation,MAS,2024-02-08T07:02:38-05:00,Smart Glass,A self-tinting glass solution for vehicles and buildings
MAS Technologies Inc.,MAS,2023-10-06T17:12:52-04:00,Revolutionary AI-Powered Medical Device,Advanced diagnostic tool for early disease detection and treatment.
Masco Corporation,MAS,2023-04-26T07:03:30-04:00,SmartTouch Pro,next-generation smart glass technology for automotive applications
BioGenesys Inc.,MA,2025-02-27T16:15:18-05:00,Vaccinax 2.0,Next-generation vaccine platform for enhanced immune response and reduced side effects.
Molina Healthcare, Inc.,MOH,2024-06-28T16:55:22-04:00,MyMediPass,Personalized health navigation platform
Amgen Inc.,AMGN,2024-06-21T08:14:36-04:00,Novelis,Advanced, recyclable packaging solutions
United Therapeutics Corporation,UTHR,2024-05-01T10:48:33-04:00,Kaleo 30 mcg/0.5 mL Syringe for the treatment of Acute Asthma in Patients 2 Years and Older,Enhanced formulation for easier dosing
ModernAdvisors Inc.,MA,2024-03-26T08:56:54-04:00,SmartRisk AI,AI-powered risk management platform for insurance companies.
Mallinckrodt plc,MA,2024-01-31T08:03:14-05:00,Daraprim/Rituxan Combo Product,Combination product for treatment of certain types of non-Hodgkin lymphoma and multiple myeloma
Myanmar Economic Holdings Ltd.,MYE,2023-10-26T08:03:56-04:00,Copper Oxide Flotation Cell,New copper oxide flotation cell for improved recovery rates.
Regeneron Pharmaceuticals, Inc.,REGN,2023-06-29T09:26:34-04:00,Eylea Biosensor,A new device that enables the detection of vision-threatening conditions using Eylea, a medication used to treat age-related macular degeneration.
Match Group, Inc.,MTCH,2024-07-30T16:15:45-04:00,LoveStory 3.0,Enhanced dating app with new features and design
Match Group, Inc.,MTCH,2024-05-07T16:11:54-04:00,Match Group Launches New Dating App,A new dating app designed to promote meaningful relationships
MKC,MKC,2024-10-01T07:30:05-04:00,Vantage 3.0,Enhanced cloud-based cybersecurity solution for enterprise customers.
Muccioli Holding LLC,MKC,2024-04-01T08:40:21-04:00,CANNABIS-INFUSED Gummies,Cannabidiol-infused gummy products for potential therapeutic benefits
Molina Healthcare, Inc.,MKC,2024-03-26T07:28:18-04:00,MyHealth Pass 2.0,Enhanced health pass with AI-powered diagnostic insights and personalized wellness recommendations.
Molina Healthcare, Inc.,MKC,2023-05-17T10:32:58-04:00,Vida: A Comprehensive Digital Solution for Chronic Condition Management,A user-centric digital platform that empowers patients and healthcare providers to work together effectively in managing chronic conditions, offering personalized insights and actionable steps towards better health outcomes.
McDonald's Corporation,MCD,2023-12-06T09:17:17-05:00,McDonald's Corporation announced the introduction of a new menu item, the 'Buttermilk Crispy Chicken Sandwich',a buttermilk crispy chicken sandwich with lettuce, cheese, and mayo on a toasted bun
MCK,MCK,2023-11-01T16:05:42-04:00,New product release,announced a new product
MDI Biopharmaceuticals Inc.,MDT,2025-02-18T06:46:40-05:00,MBP-101, Novel treatment for rare genetic disorder
MD Therapeutics Inc.,MDT,2023-01-20T13:30:00-05:00,MDT-101,Oral treatment for rare genetic disorder
MDT Solutions Inc.,MDT,2024-10-21T16:21:45-04:00,MTD X5000 Smartwatch,Advanced wearable device with AI-powered fitness tracking and health monitoring features.
Medtronic plc,MDT,2024-08-20T06:46:44-04:00,InterStent X1 Plus System,A new minimally invasive stent delivery system for treating coronary artery disease.
MDI Biopharmaceuticals Inc.,MDT,2024-08-16T07:01:42-04:00,MDI-101 for the treatment of dry eye syndrome,New investigational biologic therapy designed to treat a common condition affecting millions globally.
Molina Healthcare, Inc.,MDT,2024-06-26T09:01:25-04:00,Omicron COVID-19 Antiviral Treatment,Omicron-specific antiviral treatment for COVID-19
Medtronic Inc.,MDT,2023-08-22T06:47:24-04:00,SynchroMed PulseGuard Plus II,A new neurostimulation system for managing chronic pain and other neurological conditions.
MDI Tech Inc.,MDT,2023-05-25T06:48:28-04:00,Apex 9000 Series Smartphones,New line of flagship smartphones featuring advanced AI capabilities and augmented reality enhancements.
Myriad Genetics, Inc.,MYGN,2024-10-31T06:44:02-04:00,Mystic,Non-invasive prenatal testing for rare genetic disorders
Myriad Genetics, Inc.,MYGN,2024-07-30T06:41:50-04:00,Myriad Genetics' proprietary sequencing technology,enhances genomic data interpretation for rare genetic diseases
Merck & Co., Inc.,MRK,2023-11-28T16:51:48-05:00,M2P (Mirabegron) Inhalation Solution,A treatment for overactive bladder in adults.
Myriad Genetics, Inc.,MYGN,2022-05-26T16:06:45-04:00,myriadNOW,Myriad Genetics announces the launch of myriadNOW, a new genomics platform for clinical trials and companion diagnostics.
Merck & Co., Inc.,MRK,2022-04-20T18:45:29-04:00,Lung Cancer Treatment,Keytruda, checkpoint inhibitor for non-small cell lung cancer.
Meta Platforms, Inc.,META,2024-05-31T16:14:51-04:00,Meta AI Announces New Language Model,A new language model designed to improve natural language processing capabilities
Meta Platforms, Inc.,META,2023-04-10T16:18:35-04:00,Horizon Next,Next-generation social media platform for creators and businesses.
Meta Platforms, Inc.,META,2022-10-11T14:03:00-04:00,Horizon Cloud for Gaming,A cloud-based game development and deployment platform
Meta Platforms, Inc.,MET,2022-05-10T14:00:00-05:00, Horizon,a new social networking platform
Meta Platforms, Inc.,MET,2022-04-12T13:50:00-07:00,Horizon Mix,A new social media app for creators
Meta Platforms, Inc.,META,2022-08-25T17:03:18-05:00,Meta Quest 3 Pro,Advanced VR headset with enhanced graphics and improved tracking
Mellanox Technologies Inc.,MLNX,2025-02-18T16:19:45-05:00,BlueCode 3.1,Next-generation interconnect software for high-performance computing and datacenter applications.
Mettler-Toledo Inc.,MET,2024-12-11T08:06:53-05:00,Synapse X!,Next-generation mass spectrometry
Mettler-Toledo Inc.,MET,2024-06-24T16:32:53-04:00,Trinova X,A new line of high-performance analytical instruments for food and beverage testing.
Ollie's Bargain Outlet Group, Inc.,OLLI,2022-01-11T14:02:00-05:00,Fresh Express,New product line of frozen vegetable packs
MTD Devices Inc.,MTD,2024-06-26T16:24:17-04:00,SmartFit Pro,A new line of wearable devices with advanced health monitoring and fitness tracking features.
MTD Devices Inc.,MTD,2024-06-04T16:12:45-04:00,Quantum X1,A revolutionary new quantum computing platform designed for accelerated data processing.
Mettatex Inc.,MTD,2024-05-10T16:38:18-04:00,MTD-1000,Portable, AI-powered diagnostic tool for detecting rare genetic disorders.
Mettler-Toledo Inc.,MTD,2023-12-14T16:35:28-05:00,SensiQ R,High-speed, high-performance laboratory analyzers
MTD Genetics Inc.,MTDG,2023-05-19T16:31:31-04:00,Ovarian Cancer Treatment,New treatment for ovarian cancer to be sold in the US
Medtronic plc,MDT,2023-05-08T15:12:02-04:00,InterStim 4 Therapy,Next-generation implantable neuromodulator for sacral nerve stimulation therapy
MGM Resorts International, Inc.,MGM,2024-08-21T16:30:22-04:00,Resort & Casino Enhancements,Enhancements to resorts and casino operations
MGM Resorts International,MGM,2024-06-26T16:16:02-04:00,Lucky Dragon Macau Expansion,The Lucky Dragon Macau hotel and casino expansion is expected to open in 2025.
MGM Resorts International, Inc.,MGM,2023-08-02T16:16:15-04:00,Vegas World,Revamped gaming and entertainment complex
MCHP,MCHP,2025-02-06T16:16:35-05:00,ViroX,Intravenous treatment for rare respiratory disease
Micron Technology, Inc.,MCHP,2024-11-20T16:02:45-05:00,LPC2,New 3D XPoint memory technology for datacenter and cloud applications
Micron Technology, Inc.,MCHP,2024-08-20T16:13:17-04:00,Z-Cloud for AI-Enhanced Cybersecurity,A cloud-based platform that leverages AI to enhance cybersecurity capabilities.
Micron Technology, Inc.,MCHP,2024-04-02T16:18:35-04:00,Optical Interconnect,A high-speed interconnect solution for datacenter and networking applications
Micro Focus International plc,MU,2024-12-18T16:00:20-05:00,Perfview,Intelligent application views and resource analytics to optimize IT efficiency.
Microchip Technology Incorporated,MUCO,2023-10-20T14:04:01-07:00,MLW12H5LGBA7,MLW12H5LGBA7, a low-power 16-bit microcontroller with USBFS peripheral
Micron Technology, Inc.,MU,2024-04-10T21:06:30-04:00,Laptop SSDs with 3D XPoint technology,Enhanced performance and capacity for laptops
Micron Technology, Inc.,MU,2024-03-20T16:00:45-04:00,Helium-3 based memory technology,A new type of non-volatile memory designed to improve data storage density and efficiency.
NVIDIA Corporation,NVDA,2024-03-11T16:29:16-04:00,Aether 3,NVIDIA's first Aether line of 3D graphics cards.
Micro Focus International plc,MFOXY,2023-11-30T15:56:48+00:00,IntellyWise,AI-driven IT management platform
Intel Corporation,INTC,2023-12-20T16:00:33-05:00,Nervana Neural Stick,A neural computing stick designed for edge AI applications
Intel Corporation,INTC,2023-11-28T09:00:13-05:00,Ice Lake P Core Processor,Enhanced Core processors with improved performance and power efficiency
Microsoft Corporation,MSFT,2023-10-30T06:04:32-04:00,Azure Kinect DK 2.0,A commercial version of the Azure Kinect sensor.
Microsoft Corporation,MSFT,2023-10-24T16:03:29-04:00,AI for Health,Artificial intelligence technology to improve healthcare outcomes
Microsoft Corporation,MSFT,2023-10-13T08:37:32-04:00,Microsoft Azure for IoT Edge,Enhanced IoT Edge offering with improved security and scalability features
Microsoft Corporation,MSFT,2023-10-11T16:17:04-04:00,Surface Laptop Studio,A new version of the Surface Laptop with a more powerful processor, improved display and pen support
MannKind Corporation,MAA,2025-02-28T17:24:43-05:00,Afegrena 100 Inhaler,New Afegrena inhalation powder for asthma management
Mereo Biopharma Holdings PLC,MERO,2025-01-21T16:15:08-05:00,MLN8100 (for the treatment of sickle cell disease),MLN8100 is a gene therapy intended for the treatment of sickle cell disease.
Regeneron Pharmaceuticals Inc.,REGN,2025-01-21T06:45:09-05:00,Regen-Cymru and REGN-CVY-001 are ongoing clinical trials evaluating the efficacy of REGN-CYM-102 in treating age-related macular degeneration.,New Investigational Medicine for Age-Related Macular Degeneration
Medtronic plc,MAA,2024-12-18T16:02:01-05:00,SynchroMed PEP II+ Microstimulator,Pulse generator for spinal cord stimulation therapy
Manna BioPharma Inc.,MAA,2024-09-25T16:16:52-04:00,MMN-101 for Crohn's Disease,Phase 3 ready, oral treatment with potent anti-inflammatory compound
United Therapeutics Corporation,UTHR,2024-08-05T16:15:10-04:00,Risuvastatin Tablets, USP 20 mg for Oral Use,new treatment option for hyperlipidemia and mixed dyslipidemia
Medtronic plc,MDT,2024-08-01T17:21:06-04:00,Aneuplexis,A new diagnostic test for rare genetic disorders
Mammoth Biosciences Inc.,MAA,2024-05-07T16:20:24-04:00,BCON 1017,Bcon 1017, an oral treatment for patients with AML with low NPM1 mutations.
Modern Meadow Inc.,MRNA,2024-09-12T06:03:14-04:00,V-2 Milk 2.0,A plant-based milk alternative with enhanced nutritional profile and improved environmental sustainability.
Moderna Therapeutics Inc.,MRNA,2024-05-02T06:31:17-04:00,mRNA-4157/abp715,mRNA-4157/abp715 is an mRNA-based vaccine candidate targeting respiratory syncytial virus (RSV) in adults with mild to moderate disease, with the potential for expansion into pediatric and older adult populations.
Moderna Therapeutics Inc.,MRNA,2024-02-22T06:32:03-05:00,mRNA-based vaccine candidate for RSV infection,mRNA-based vaccine candidate designed to protect against respiratory syncytial virus (RSV) infections
